No,Teks,Kategori
2964,"Seperti telah diperkirakan , semua komponen biaya sekolah meningkat seiring dengan tingginya tingkat pendidikan",Deskriptif
2965,Responden kemudian diminta menyatakan tingkat kepuasannya atas keadaan layanan kesehatan saat ini,Naratif
2966,"Pada kenyataannya , besarnya biaya sekolah di wilayah USDRP berkisar 4 kali lebih tinggi daripada di wilayah SPADA",Argumentatif
2967,"Terakhir , mereka diminta untuk menjelaskan aspek layanan kesehatan yang memerlukan perbaikan",Argumentatif
2968,Tabel 5.1.3 menunjukkan penilaian rumah tangga tentang penyediaan layanan kesehatan,Deskriptif
2969,Penilaian yang relatif positif ini tidak berbeda di semua wilayah,Deskriptif
2970,"Namun demikian , 5 aspek utama dinilai masih perlu perbaikan",Argumentatif
2971,Hal ini mencerminkan fakta bahwa puskesmas menerima sejumlah subsidi pemerintah,Deskriptif
2972,Biaya-biaya di rumah sakit swasta umumnya lebih mahal,Deskriptif
2973,Tabel 5.1.4 menyajikan biaya yang dikenakan untuk berbagai layanan di puskesmas dan rumah sakit swasta,Deskriptif
2974,Sekitar 90% responden rumah tangga di seluruh wilayah merasa puas atau cukup puas dengan keadaan layanan kesehatan saat ini,Deskriptif
2975,"Karena itu , upaya untuk menilai ketersediaan staf dalam penyediaan layanan menjadi penting artinya",Deskriptif
2976,"Tabel 5.2.1 menunjukkan bahwa menurut kepala sekolah , 74% guru merupakan PNS",Deskriptif
2977,"Dalam hal kualitas , 66% kepala sekolah secara umum menyatakan bahwa kualitas guru di sekolahnya telah memadai",Argumentatif
2978,Sementara rata-rata lama pengalaman mengajar terendah terdapat di wilayah SPADA yang mencapai 13 tahun,Deskriptif
2979,"Rata-rata lama pengalaman mengajar tertinggi ditemukan di wilayah USDRP , yang rata-rata mencapai 17 tahun",Deskriptif
2980,Indikator mutu penyediaan layanan lainnya adalah beban kerja guru,Deskriptif
2981,Layanan Kesehatan Ada berbagai kategori staf penyedia layanan kesehatan,Deskriptif
2982,Hal yang sama juga berlaku pada kualifikasi staf,Deskriptif
2983,Staf medis dikategorikan ke dalam tiga kelompok,Deskriptif
2984,Bagian pertama dari Tabel 5.2.2 menyajikan data tentang ketersediaan staf di puskesmas,Deskriptif
2985,5.3 Kondisi Fasilitas Fasilitas Pendidikan,Naratif
2986,Bagian pertama tabel menunjukkan bahwa ketersediaan baik staf medis maupun administratif di puskesmes terbilang tinggi,Deskriptif
2987,"Rata-rata jumlah jam mengajar adalah 23 jam per minggu , atau kurang dari 4 jam per hari , dan di semua wilayah pun demikian",Deskriptif
2988,Fasilitas di SMP umumnya lebih baik daripada fasilitas di SD,Deskriptif
2989,"Proporsi ini lebih tinggi di wilayah USDRP , sedangkan di wilayah SPADA dan ILGRP tercatat jauh lebih rendah",Deskriptif
2990,Tabel 5.3.1 menunjukkan proporsi fasilitas di SD dan SMP yang dievaluasi berada dalam kondisi baik,Deskriptif
2991,Informasi tersebut didasarkan atas data sekolah dan dilengkapi dengan observasi langsung pewawancara survei,Deskriptif
2992,"Namun demikian , hanya 65% penyedia layanan kesehatan yang memiliki ruang penyimpanan stok obat dalam kondisi baik",Deskriptif
2993,Jumlah fasilitas yang berada dalam kondisi baik tidak banyak berbeda antarwilayah,Deskriptif
2994,"Secara umum , proporsi fasilitas yang berada dalam kondisi baik di puskesmas dan di praktik kesehatan swasta relatif tinggi",Deskriptif
2995,"5.4 Ketersediaan Obat , Vaksin , dan Alat Kontrasepsi di Puskesmas",Naratif
2996,"Meski demikian , sangat sedikit puskesmas di wilayah USDRP yang memiliki generator listrik",Deskriptif
2997,Hal ini menunjukkan bahwa suplai listrik di daerah perkotaan dapat diandalkan,Deskriptif
2998,"Secara umum , lebih dari 80% puskesmas memiliki stok obat-obatan ini",Deskriptif
2999,Ketersediaan obat-obat ini pada saat survei sangat tinggi di semua wilayah,Deskriptif
3000,Ketersediaan stok obat-obatan dipilah berdasarkan jenis obat yang biasanya disediakan puskesmas,Deskriptif
3001,"Lebih lagi , kekurangan yang terjadi umumnya tidak berlangsung lama , cenderung hanya berlangsung 1 hingga 12 minggu",Deskriptif
3002,"Kekurangan stok obat di seluruh wilayah jarang terjadi , kecuali untuk jenis-jenis sirup Cotrimoxazole dan parasetamol",Deskriptif
3003,"Ketersediaan Stok Vaksin Vaksin BCG , Polio , Campak , dan Hepatitis B umumnya tersedia di puskesmas",Deskriptif
3004,Hal ini mungkin akibat dari rendahnya jumlah pengguna susuk,Argumentatif
3005,"Akan tetapi , kekurangan tersebut umumnya hanya berlangsung singkat , berkisar antara 2 hingga 6 minggu",Deskriptif
3006,"Vaksin-vaksin ini juga tersedia di semua wilayah , dan stoknya mencapai 90% atau lebih di puskesmas pada saat survei",Deskriptif
3007,"Ketersediaan kontrasepsi relatif tinggi di semua wilayah , kecuali susuk , yang ketersediaan stoknya hanya ada di 52% puskesmas",Deskriptif
3008,Pertanyaan tentang SPM hanya ditanyakan kepada Dinas Kesehatan kabupaten / kota,Argumentatif
3009,Kekurangan stok kontrasepsi tertinggi terjadi di wilayah SPADA dan terendah di wilayah USDRP,Deskriptif
3010,AKUNTABILITAS INSTITUSI KESEHATAN DAN PENDIDIKAN,Deskriptif
3011,Survei mengukur pencapaian pendidikan melalui proporsi siswa yang telah tamat,Deskriptif
3012,Tingkat kelulusan siswa perempuan sedikit lebih tinggi daripada siswa laki-laki,Argumentatif
3013,Tabel 5.5.1 menunjukkan bahwa hanya 53% kabupaten / kota dalam sampel yang dapat memenuhi SPM yang diatur oleh Pemerintah Pusat,Deskriptif
3014,"Tingkat kelulusan SMP terendah terdapat di wilayah SPADA yang mencapai 93% , sementara di wilayah lain mencapai 97%",Deskriptif
3015,"Namun , terdapat variasi yang besar di seluruh daerah",Deskriptif
3016,"Akan tetapi , tingkat keterlibatan dalam penentuan kurikulum sekolah dan buku referensi jauh lebih rendah",Argumentatif
3017,Hanya 42% kepala SD terlibat dalam penentuan kurikulum sekolah dan 54% dalam penentuan buku referensi,Argumentatif
3018,"Seperti dalam kasus SD , angka-angka ini bervariasi di semua wilayah",Deskriptif
3019,Keterlibatan kepala sekolah dalam perekrutan guru bantu / honorer relatif rendah,Deskriptif
3020,Hanya 31% kepala sekolah yang ikut mengambil keputusan atas hal ini,Argumentatif
3021,"Di wilayah USDRP , proporsinya tercatat hingga 80%",Argumentatif
3022,Terdapat variasi yang besar di semua wilayah,Deskriptif
3023,Proporsinya bahkan lebih rendah di wilayah USDRP dan ILGRP yang hanya mencapai masing-masingnya 20% dan 23%,Deskriptif
3024,"Untuk penentuan kriteria evaluasi guru , 61% kepala sekolah mengaku terlibat dalam pengambilan keputusan",Argumentatif
3025,"Secara keseluruhan , 86% kabupaten / kota melibatkan kepala puskesmas dalam penetapan target",Argumentatif
3026,"Menurut kepala puskesmas , 48% dari mereka terlibat dalam penentuan penerima manfaat PKPS-BBM BK",Deskriptif
3027,tingkat tertinggi terdapat di wilayah USDRP yang mencapai 45% dan terendah di wilayah SPADA yang hanya mencapai 24%,Deskriptif
3028,6.2 Pengambilan Keputusan Akhir Institusi Pendidikan,Deskriptif
3029,"Di kabupaten / kota yang memiliki SPM kesehatan , 63% kepala puskesmas dilibatkan dalam penyusunan SPM",Deskriptif
3030,"Tingkat keterlibatan kepala puskesmas dalam penentuan tarif layanan kesehatan umumnya lebih rendah , di mana keseluruhannya 32%",Argumentatif
3031,"Di wilayah SPADA , persentasnya mencapai 9%",Deskriptif
3032,PELAKSANAAN PROGRAM PEMERINTAH YANG BARU-BARU INI DICANANGKAN,Naratif
3033,"Angka tertinggi tercatat di wilayah USDRP yang mencapai 69% , dan terendah di wilayah SPADA yang hanya mencapai 61%",Deskriptif
3034,"Dalam menentukan kriteria evaluasi guru , 18% kabupaten / kota mengizinkan kepala sekolah untuk mengambil keputusan akhir",Argumentatif
3035,Program ini dikelola oleh pemerintah pusat dan cakupannya nasional,Deskriptif
3036,"Hal ini jauh lebih tinggi daripada data resmi tingkat kemiskinan nasional pada 2006 , yang berada pada kurang dari 18%",Deskriptif
3037,"Selama 2005 , 95% desa / kelurahan sampel telah tercakup dalam program pemerintah yang ditujukan bagi keluarga miskin",Deskriptif
3038,"Pada permulaan program , sekitar 15,5 juta rumah tangga terpilih sebagai penerima program",Deskriptif
3039,Dana tunai diberikan kepada rumah tangga penerima setiap triwulan melalui kantor pos,Deskriptif
3040,"Sebagai contoh , proporsi rumah tangga yang dikepalai oleh perempuan di antara penerima SLT hampir dua kali jumlah sampel",Deskriptif
3041,Proporsi kepala rumah tangga penerima SLT yang hanya berpendidikan SD juga jauh lebih tinggi daripada sampel,Naratif
3042,Tabel 7.1.1 juga menyajikan 14 indikator yang dipakai untuk menentukan penerima SLT dalam PSE05,Deskriptif
3043,"Dari indikator-indikator ini , tiga di antaranya yang paling banyak ditemui pada rumah tangga adalah",Deskriptif
3044,Tingkat kejadian tiga indikator tertinggi ini tidak berbeda di seluruh wilayah,Deskriptif
3045,"Menurut status kemiskinan , terdapat tiga kelompok penerima SLT",Naratif
3046,Hal ini sesuai dengan penilaian subjektif rumah tangga atas status kemiskinannya,Naratif
3047,Dalam survei ini penerima SLT juga diminta untuk menilai tingkat kesejahteraan ekonomi rumah tangganya sendiri,Deskriptif
3048,Tabel tersebut menunjukkan bahwa kebanyakan penerima SLT masuk dalam kategori miskin dan sangat miskin,Deskriptif
3049,Hal ini dapat mengindikasikan tingkat ketidaktepatan sasaran yang terjadi pada Program SLT,Argumentatif
3050,Distribusi penerima SLT menurut status kemiskinan subjektif hampir sama di seluruh daerah,Deskriptif
3051,Pendataan dilakukan dengan mengumpulkan informasi tentang rumah tangga yang dianggap miskin oleh ketua RT,Deskriptif
3052,"Jika kita bandingkan antarwilayah , tampaknya wilayah perkotaan menunjukkan keadaan yang lebih buruk daripada wilayah lainnya",Argumentatif
3053,Proporsi ini tidak berbeda di semua wilayah,Deskriptif
3054,"Dalam praktik , ternyata hanya 55% rumah tangga penerima SLT mengaku benar-benar dikunjungi oleh petugas pendata PSE05",Deskriptif
3055,Jumlah ini tidak berbeda di semua wilayah,Deskriptif
3056,Hasilnya menunjukkan bahwa hanya 36% penerima SLT mengetahui kriteria tersebut,Deskriptif
3057,Rumah tangga penerima juga ditanya apakah mereka mengetahui tentang kriteria kelayakan menjadi penerima SLT,Deskriptif
3058,"Selain itu , 75% dari mereka menganggap bahwa sasaran penerima SLT sudah tepat",Argumentatif
3059,Hal ini dapat mengindikasikan bahwa program antikemiskinan di wilayah perkotaan cenderung salah sasaran,Argumentatif
3060,Kartu ini merupakan dokumen utama dan umumnya satu-satunya dokumen yang diperlukan untuk mendapatkan dana SLT,Deskriptif
3061,"Menurut petunjuk program , KKB harus didistribusikan dan diserahkan secara langsung kepada rumah tangga penerima SLT",Deskriptif
3062,"Akan tetapi , temuan dalam Tabel 7.1.4 menegaskan bahwa hanya 62% dari KKB yang diberikan langsung ke rumah penerima SLT",Argumentatif
3063,Penerima terpaksa harus mengeluarkan uang untuk biaya transportasi ke tempat pencairan,Deskriptif
3064,"Saat Survei GDS2 akan dilakukan pada Juni 2006 , tiga tahapan pencairan pertama dana SLT telah selesai dilakukan",Deskriptif
3065,"Pencairan Dana SLT Antara triwulan terakhir 2005 dan triwulan ketiga 2006 , dana SLT dicairkan dalam 4 tahapan pencairan",Deskriptif
3066,"Dengan demikian , pertanyaan tentang pelaksanaan Program SLT didasarkan atas tiga tahap pencairan pertama",Deskriptif
3067,Rumah tangga lainnya menggunakan dana untuk hal-hal yang terkait dengan pendidikan dan kesehatan,Deskriptif
3068,Rata-rata jumlah biaya pengeluaran untuk transpor adalah Rp8.722 atau kurang dari 3% dari Rp300.000 yang diterima setiap triwulan,Argumentatif
3069,Tabel tersebut juga menunjukkan bahwa dana SLT tidak dicairkan secara berkala dan di beberapa daerah bahkan terjadi penundaan,Deskriptif
3070,Perbandingan persentase atau pola penggunaan dana SLT tersebut di atas hampir sama di semua wilayah,Deskriptif
3071,"Angka ini sedikit mengalami peningkatan menjadi 71% untuk tahap kedua , dan lagi-lagi tidak berbeda di semua wilayah",Deskriptif
3072,Sepertiga dari penerima yang menghadapi persoalan mengajukan pengaduan,Argumentatif
3073,"Masalah dan Pengaduan Selama pelaksanaannya , Program SLT tidak luput dari berbagai persoalan",Naratif
3074,Sekitar 10% penerima mengalami persoalan yang terkait dengan sosialisasi dan distribusi dana SLT,Deskriptif
3075,"Secara keseluruhan , 99% desa / kelurahan memiliki paling tidak satu penerima SLT di antara penduduknya",Deskriptif
3076,"Sebaliknya , di semua kelurahan sampel di wilayah USDRP , ada penduduk yang menjadi penerima SLT",Argumentatif
3077,Tidak banyak aparat desa / kelurahan yang terlibat dalam aspek lain dari pelaksanaan program,Argumentatif
3078,Situasi ini tidak berbeda di semua wilayah,Deskriptif
3079,Hanya 62% kepala desa / lurah yang mendapat informasi tentang Program SLT sebelum pendataan program dilakukan,Argumentatif
3080,"Lebih lanjut , hanya separuh kepala desa / lurah yang mengaku terlibat dalam proses seleksi petugas pendataan",Argumentatif
3081,Persentase tertinggi untuk dua pertanyaan tersebut ditemukan di wilayah ILGRP dan terendah di wilayah USDRP,Deskriptif
3082,"Karena itu , pendataan kedua dilakukan beberapa minggu setelah pencairan dana SLT tahap pertama selesai",Deskriptif
3083,dan juga sekolah-sekolah keagamaan non-Islam setingkat SD atau SMP yang menyelenggarakan Program Wajardikdas,Deskriptif
3084,Pendaftaran ulang dilakukan di 91% desa / kelurahan dan akibatnya daftar jumlah penerima meningkat di 70% desa / kelurahan,Deskriptif
3085,Program ini didanai seluruhnya dari APBN dan dilaksanakan melalui mekanisme dana dekonsentrasi,Deskriptif
3086,"Dari tingkat kabupaten / kota atau provinsi , dana disalurkan langsung ke rekening bank sekolah penerima",Deskriptif
3087,Tabel 7.2.1 menyajikan penilaian kepala sekolah mengenai kegiatan sosialisasi Program BOS,Deskriptif
3088,Tampaknya terdapat beberapa keragaman dalam kualitas dan cakupan materi sosialisasi di semua wilayah,Deskriptif
3089,"Sosialisasi Sosialisasi resmi Program BOS dilakukan oleh tim BOS di tingkat pusat , provinsi , dan kabupaten / kota",Deskriptif
3090,Hanya 3 dari 1.251 sekolah di daerah sampel yang menolak menerima dana BOS,Deskriptif
3091,Pemerintah Pusat mencairkan dana BOS 2 kali setahun pada awal semester,Deskriptif
3092,Pelaksanaan Tabel 7.2.2 menyajikan deskripsi tentang pelaksanaan dan hasil Program BOS berdasarkan informasi dari kepala sekolah,Deskriptif
3093,Tabel tersebut menunjukkan bahwa hampir semua sekolah ikut ambil bagian dalam Program BOS pada TA 2005 / 2006,Deskriptif
3094,"Pada kenyataannya , pencairan ditunda hingga sekitar pertengahan semester",Argumentatif
3095,Dana dari Pemerintah Pusat pertama-tama ditransferkan ke rekening Program BOS di masing-masing provinsi,Deskriptif
3096,"Di hampir semua provinsi , dana kemudian disalurkan secara langsung ke rekening sekolah",Deskriptif
3097,Frekuensi penyaluran dana dari rekening provinsi atau kabupaten / kota ke rekening sekolah bervariasi antardaerah,Deskriptif
3098,Tabel tersebut menunjukkan bahwa 46% sekolah merencanakan pengeluaran yang lebih tinggi dari dana BOS yang akan diterimanya,Argumentatif
3099,Jumlah estimasi dana BOS yang akan diterima sekolah harus tercakup dalam RAPBS sebagai bagian dari pendapatan sekolah,Deskriptif
3100,Pola tersebut juga terjadi di semua wilayah,Deskriptif
3101,Anggaran pengeluaran di 37% sekolah hampir sama dengan dana BOS dan di 17% sekolah lebih rendah dari dana BOS,Deskriptif
3102,Transfer dana BOS ke rekening sekolah tidak dilakukan secara bersamaan dengan dimulainya TA 2005 / 2006,Deskriptif
3103,Pola persyaratan pelaporan ini amat berbeda antarwilayah,Deskriptif
3104,"Akan tetapi , pada kenyataannya persyaratan pelaporan bervariasi antarkabupaten / kota dan provinsi",Deskriptif
3105,"Akibatnya , sekitar 40% sekolah di daerah sampel menarik iuran / uang sekolah dari orang tua siswa sebelum mereka menerima dana BOS",Argumentatif
3106,"Seperti dijelaskan di awal , Program BOS dirancang sebagai program subsidi umum",Deskriptif
3107,Kriteria penilaian siswa miskin ditentukan secara independen oleh masing-masing sekolah,Deskriptif
3108,"Karena itu , sekolah penerima BOS juga diminta untuk mengalokasikan sebagian dana yang diterima untuk membantu siswa miskin",Deskriptif
3109,Tabel 7.2.3 menunjukkan penggunaan dana BOS untuk membantu siswa miskin berdasarkan informasi yang disediakan kepala sekolah,Deskriptif
3110,Sosialisasi program dianggap telah terlaksana dengan baik oleh kebanyakan Dinas Pendidikan kabupaten / kota,Deskriptif
3111,Tabel 7.2.4 menyajikan penilaian beberapa aspek pelaksanaan Program BOS menurut pejabat Dinas Pendidikan kabupaten / kota,Deskriptif
3112,Proporsi tersebut secara khusus mencapai 100% di wilayah ILGRP dan USDRP,Deskriptif
3113,Lebih dari 90% Dinas Pendidikan kabupaten / kota mengganggap bahwa sosialisasi Program BOS di kabupaten / kotanya telah memadai,Deskriptif
3114,Tabel tersebut menunjukkan bahwa hanya 69% kabupaten / kota yang telah membentuk mekanisme penanganan pengaduan,Deskriptif
3115,"Akan tetapi , 64% Dinas Pendidikan kabupaten / kota mengakui adanya persoalan dalam pelaksanaan Program BOS di wilayahnya",Deskriptif
